itemsets,count,support
"frozenset({'Tax', 'Clothing', 'Gambling', 'Education'})",583.0,0.0000066354
"frozenset({'Clothing', 'Groceries', 'Education', 'Health'})",7110.0,0.0000809227
"frozenset({'Housing', 'Clothing', 'Groceries', 'Education'})",2685.0,0.0000305594
"frozenset({'Motor/Travel', 'Clothing', 'Groceries', 'Education'})",22504.0,0.0002561300
"frozenset({'Clothing', 'Groceries', 'Savings', 'Education'})",3142.0,0.0000357608
"frozenset({'Tax', 'Clothing', 'Groceries', 'Education'})",5016.0,0.0000570898
"frozenset({'Housing', 'Clothing', 'Education', 'Health'})",615.0,0.0000069996
"frozenset({'Motor/Travel', 'Clothing', 'Education', 'Health'})",4712.0,0.0000536298
"frozenset({'Clothing', 'Savings', 'Education', 'Health'})",700.0,0.0000079671
"frozenset({'Motor/Travel', 'Housing', 'Clothing', 'Education'})",1708.0,0.0000194397
"frozenset({'Health', 'Gambling', 'Savings', 'Education'})",387.0,0.0000044047
"frozenset({'Tax', 'Health', 'Gambling', 'Education'})",667.0,0.0000075915
"frozenset({'Motor/Travel', 'Housing', 'Gambling', 'Education'})",952.0,0.0000108352
"frozenset({'Motor/Travel', 'Housing', 'Health', 'Savings'})",1145.0,0.0000130319
"frozenset({'Motor/Travel', 'Housing', 'Health', 'Tax'})",3332.0,0.0000379233
"frozenset({'Motor/Travel', 'Health', 'Savings', 'Tax'})",2093.0,0.0000238215
"frozenset({'Motor/Travel', 'Housing', 'Savings', 'Tax'})",1043.0,0.0000118709
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Gambling'})",881.0,0.0000100271
"frozenset({'Motor/Travel', 'Tax'})",727078.0,0.0082752611
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries'})",7445.0,0.0000847355
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment'})",1760.0,0.0000200315
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing'})",781.0,0.0000088890
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Motor/Travel'})",4842.0,0.0000551094
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment'})",790.0,0.0000089914
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Tax'})",1506.0,0.0000171406
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Groceries'})",439.0,0.0000049965
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Gambling'})",101.0,0.0000011495
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Gambling'})",284.0,0.0000032324
"frozenset({'Motor/Travel', 'Groceries', 'Savings', 'Tax'})",8843.0,0.0001006469
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Groceries'})",856.0,0.0000097426
"frozenset({'Tax', 'Housing', 'Groceries', 'Savings'})",1841.0,0.0000209534
"frozenset({'Motor/Travel', 'Housing', 'Groceries', 'Savings'})",4745.0,0.0000540054
"frozenset({'Tax', 'Groceries', 'Gambling', 'Savings'})",1549.0,0.0000176300
"frozenset({'Motor/Travel', 'Housing', 'Health', 'Gambling'})",1730.0,0.0000196900
"frozenset({'Tax', 'Housing', 'Health', 'Gambling'})",681.0,0.0000077508
"frozenset({'Motor/Travel', 'Health', 'Gambling', 'Savings'})",1699.0,0.0000193372
"frozenset({'Motor/Travel', 'Health', 'Gambling', 'Tax'})",2907.0,0.0000330861
"frozenset({'Tax', 'Entertainment', 'Bills and Utilities'})",324632.0,0.0036948093
"frozenset({'Motor/Travel', 'Housing', 'Gambling', 'Savings'})",613.0,0.0000069769
"frozenset({'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",1707.0,0.0000194283
"frozenset({'Motor/Travel', 'Gambling', 'Savings', 'Tax'})",994.0,0.0000113132
"frozenset({'Motor/Travel', 'Housing', 'Health', 'Groceries'})",14615.0,0.0001663411
"frozenset({'Housing', 'Health', 'Groceries', 'Savings'})",1799.0,0.0000204754
"frozenset({'Tax', 'Housing', 'Health', 'Groceries'})",5266.0,0.0000599351
"frozenset({'Motor/Travel', 'Health', 'Groceries', 'Savings'})",14462.0,0.0001645997
"frozenset({'Motor/Travel', 'Health', 'Groceries', 'Tax'})",25444.0,0.0002895917
"frozenset({'Tax', 'Health', 'Groceries', 'Savings'})",3067.0,0.0000349072
"frozenset({'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",13891.0,0.0001581009
"frozenset({'Motor/Travel', 'Groceries', 'Gambling', 'Tax'})",12564.0,0.0001429976
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Housing', 'Groceries'})",382.0,0.0000043477
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Groceries'})",416.0,0.0000047347
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Gambling', 'Tax'})",1080.0,0.0000122921
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries'})",13639.0,0.0001552327
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries'})",5222.0,0.0000594344
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel'})",39559.0,0.0004502420
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries'})",4378.0,0.0000498283
"frozenset({'Tax', 'Bills and Utilities'})",441051.0,0.0050198358
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Tax'})",9430.0,0.0001073278
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing'})",1186.0,0.0000134985
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Motor/Travel'})",8599.0,0.0000978698
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment'})",988.0,0.0000112450
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Tax'})",2219.0,0.0000252556
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Motor/Travel'})",3367.0,0.0000383216
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing'})",435.0,0.0000049510
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Tax'})",1199.0,0.0000136465
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Motor/Travel'})",2725.0,0.0000310147
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Gambling'})",516.0,0.0000058729
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Groceries'})",2547.0,0.0000289888
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Gambling', 'Motor/Travel'})",4700.0,0.0000534932
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Gambling'})",1588.0,0.0000180739
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Tax', 'Groceries'})",757.0,0.0000086158
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Housing'})",99.0,0.0000011268
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel'})",590.0,0.0000067151
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Tax'})",168.0,0.0000019121
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Housing'})",281.0,0.0000031982
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Housing'})",42.0,0.0000004780
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Tax', 'Housing'})",98.0,0.0000011154
"frozenset({'Tax', 'Entertainment'})",2167112.0,0.0246650532
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel'})",245.0,0.0000027885
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Tax'})",506.0,0.0000057591
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Tax'})",120.0,0.0000013658
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries'})",98.0,0.0000011154
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Motor/Travel'})",53.0,0.0000006032
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Tax'})",7.0,0.0000000797
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Entertainment', 'Groceries'})",7283.0,0.0000828917
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Gambling'})",554.0,0.0000063054
"frozenset({'Motor/Travel', 'Fines', 'Groceries', 'Bills and Utilities'})",413.0,0.0000047006
"frozenset({'Motor/Travel', 'Groceries', 'Gambling', 'Savings'})",7796.0,0.0000887304
"frozenset({'Housing', 'Groceries', 'Gambling', 'Savings'})",804.0,0.0000091508
"frozenset({'Tax', 'Housing', 'Savings', 'Education'})",354.0,0.0000040291
"frozenset({'Tax', 'Savings', 'Motor/Travel', 'Education'})",1725.0,0.0000196331
"frozenset({'Entertainment', 'Fines', 'Groceries', 'Gambling'})",546.0,0.0000062143
"frozenset({'Entertainment', 'Fines', 'Gambling', 'Savings'})",27.0,0.0000003073
"frozenset({'Entertainment', 'Fines', 'Health', 'Groceries'})",995.0,0.0000113246
"frozenset({'Motor/Travel', 'Entertainment', 'Groceries', 'Fines'})",2955.0,0.0000336324
"frozenset({'Entertainment', 'Fines', 'Groceries', 'Savings'})",294.0,0.0000033462
"frozenset({'Tax', 'Entertainment', 'Groceries', 'Fines'})",428.0,0.0000048713
"frozenset({'Motor/Travel', 'Entertainment', 'Health', 'Fines'})",650.0,0.0000073980
"frozenset({'Entertainment', 'Fines', 'Health', 'Savings'})",59.0,0.0000006715
"frozenset({'Tax', 'Entertainment', 'Health', 'Fines'})",111.0,0.0000012633
"frozenset({'Motor/Travel', 'Housing', 'Entertainment', 'Fines'})",158.0,0.0000017983
"frozenset({'Motor/Travel', 'Entertainment', 'Fines', 'Savings'})",191.0,0.0000021739
"frozenset({'Tax', 'Entertainment', 'Fines', 'Motor/Travel'})",294.0,0.0000033462
"frozenset({'Entertainment', 'Housing', 'Groceries', 'Gambling'})",20147.0,0.0002293037
"frozenset({'Motor/Travel', 'Housing', 'Education', 'Tax'})",2062.0,0.0000234687
"frozenset({'Entertainment', 'Groceries', 'Gambling', 'Savings'})",23897.0,0.0002719845
"frozenset({'Motor/Travel', 'Housing', 'Savings', 'Education'})",825.0,0.0000093898
"frozenset({'Motor/Travel', 'Health', 'Education', 'Tax'})",3823.0,0.0000435116
"frozenset({'Motor/Travel', 'Gambling', 'Savings', 'Education'})",1111.0,0.0000126449
"frozenset({'Motor/Travel', 'Gambling', 'Education', 'Tax'})",1799.0,0.0000204754
"frozenset({'Housing', 'Health', 'Groceries', 'Education'})",3279.0,0.0000373200
"frozenset({'Health', 'Groceries', 'Savings', 'Education'})",3415.0,0.0000388679
"frozenset({'Tax', 'Health', 'Groceries', 'Education'})",6003.0,0.0000683233
"frozenset({'Motor/Travel', 'Housing', 'Groceries', 'Education'})",8539.0,0.0000971869
"frozenset({'Housing', 'Groceries', 'Savings', 'Education'})",1321.0,0.0000150350
"frozenset({'Tax', 'Housing', 'Groceries', 'Education'})",3186.0,0.0000362616
"frozenset({'Motor/Travel', 'Groceries', 'Savings', 'Education'})",10188.0,0.0001159550
"frozenset({'Motor/Travel', 'Groceries', 'Education', 'Tax'})",15739.0,0.0001791339
"frozenset({'Tax', 'Groceries', 'Savings', 'Education'})",2589.0,0.0000294668
"frozenset({'Motor/Travel', 'Housing', 'Health', 'Education'})",2112.0,0.0000240378
"frozenset({'Housing', 'Health', 'Savings', 'Education'})",313.0,0.0000035624
"frozenset({'Tax', 'Housing', 'Health', 'Education'})",760.0,0.0000086500
"frozenset({'Motor/Travel', 'Health', 'Savings', 'Education'})",2192.0,0.0000249483
"frozenset({'Tax', 'Health', 'Savings', 'Education'})",719.0,0.0000081833
"frozenset({'Tax', 'Housing', 'Groceries', 'Gambling'})",2717.0,0.0000309236
"frozenset({'Tax', 'Entertainment', 'Groceries', 'Gambling'})",36953.0,0.0004205817
"frozenset({'Entertainment', 'Health', 'Gambling', 'Savings'})",5333.0,0.0000606977
"frozenset({'Motor/Travel', 'Entertainment', 'Health', 'Savings'})",28284.0,0.0003219152
"frozenset({'Tax', 'Entertainment', 'Health', 'Motor/Travel'})",48694.0,0.0005542123
"frozenset({'Tax', 'Entertainment', 'Health', 'Savings'})",5898.0,0.0000671283
"frozenset({'Motor/Travel', 'Housing', 'Entertainment', 'Savings'})",9044.0,0.0001029346
"frozenset({'Motor/Travel', 'Bills and Utilities', 'Tax'})",110404.0,0.0012565666
"frozenset({'Motor/Travel', 'Housing', 'Entertainment', 'Tax'})",26178.0,0.0002979457
"frozenset({'Tax', 'Housing', 'Entertainment', 'Savings'})",3338.0,0.0000379916
"frozenset({'Tax', 'Entertainment', 'Motor/Travel', 'Savings'})",17023.0,0.0001937478
"frozenset({'Motor/Travel', 'Fines', 'Health', 'Groceries'})",361.0,0.0000041087
"frozenset({'Fines', 'Health', 'Groceries', 'Savings'})",31.0,0.0000003528
"frozenset({'Motor/Travel', 'Fines', 'Health', 'Tax'})",31.0,0.0000003528
"frozenset({'Housing', 'Groceries', 'Health', 'Gambling'})",2658.0,0.0000302521
"frozenset({'Groceries', 'Health', 'Gambling', 'Savings'})",2643.0,0.0000300814
"frozenset({'Tax', 'Groceries', 'Health', 'Gambling'})",4563.0,0.0000519339
"frozenset({'Motor/Travel', 'Housing', 'Groceries', 'Gambling'})",7220.0,0.0000821747
"frozenset({'Tax', 'Housing', 'Entertainment', 'Health'})",9926.0,0.0001129731
"frozenset({'Entertainment', 'Housing', 'Health', 'Gambling'})",4868.0,0.0000554053
"frozenset({'Entertainment', 'Housing', 'Health', 'Savings'})",3368.0,0.0000383330
"frozenset({'Tax', 'Entertainment', 'Groceries', 'Savings'})",25666.0,0.0002921184
"frozenset({'Tax', 'Entertainment', 'Health', 'Gambling'})",8675.0,0.0000987348
"frozenset({'Motor/Travel', 'Housing', 'Entertainment', 'Gambling'})",13197.0,0.0001502021
"frozenset({'Entertainment', 'Housing', 'Gambling', 'Savings'})",1701.0,0.0000193600
"frozenset({'Tax', 'Housing', 'Entertainment', 'Gambling'})",5108.0,0.0000581369
"frozenset({'Motor/Travel', 'Entertainment', 'Gambling', 'Savings'})",15407.0,0.0001753553
"frozenset({'Tax', 'Entertainment', 'Gambling', 'Motor/Travel'})",23923.0,0.0002722804
"frozenset({'Tax', 'Entertainment', 'Gambling', 'Savings'})",2944.0,0.0000335072
"frozenset({'Entertainment', 'Housing', 'Health', 'Groceries'})",42036.0,0.0004784341
"frozenset({'Entertainment', 'Health', 'Groceries', 'Savings'})",43482.0,0.0004948917
"frozenset({'Tax', 'Entertainment', 'Health', 'Groceries'})",76021.0,0.0008652354
"frozenset({'Motor/Travel', 'Housing', 'Entertainment', 'Groceries'})",112440.0,0.0012797394
"frozenset({'Entertainment', 'Housing', 'Groceries', 'Savings'})",14436.0,0.0001643038
"frozenset({'Tax', 'Housing', 'Entertainment', 'Groceries'})",41763.0,0.0004753269
"frozenset({'Motor/Travel', 'Entertainment', 'Groceries', 'Savings'})",137273.0,0.0015623770
"frozenset({'Tax', 'Entertainment', 'Groceries', 'Motor/Travel'})",205984.0,0.0023444134
"frozenset({'Motor/Travel', 'Housing', 'Entertainment', 'Health'})",26773.0,0.0003047177
"frozenset({'Fines', 'Health', 'Groceries', 'Bills and Utilities'})",152.0,0.0000017300
"frozenset({'Motor/Travel', 'Entertainment', 'Bills and Utilities', 'Tax'})",81101.0,0.0009230536
"frozenset({'Tax', 'Entertainment', 'Savings', 'Bills and Utilities'})",10370.0,0.0001180265
"frozenset({'Entertainment', 'Clothing', 'Gambling'})",218397.0,0.0024856923
"frozenset({'Entertainment', 'Clothing', 'Groceries'})",1892121.0,0.0215352345
"frozenset({'Entertainment', 'Clothing', 'Health'})",379043.0,0.0043140898
"frozenset({'Entertainment', 'Housing', 'Clothing'})",91749.0,0.0010442441
"frozenset({'Entertainment', 'Clothing', 'Motor/Travel'})",1211145.0,0.0137846848
"frozenset({'Entertainment', 'Clothing', 'Savings'})",117911.0,0.0013420077
"frozenset({'Tax', 'Entertainment', 'Clothing'})",166042.0,0.0018898122
"frozenset({'Entertainment', 'Fines', 'Clothing'})",2659.0,0.0000302635
"frozenset({'Fines', 'Clothing', 'Groceries'})",1383.0,0.0000157407
"frozenset({'Motor/Travel', 'Fines', 'Clothing'})",876.0,0.0000099702
frozenset({'Savings'}),2122636.0,0.0241588482
"frozenset({'Fines', 'Clothing', 'Savings'})",80.0,0.0000009105
"frozenset({'Tax', 'Fines', 'Clothing'})",103.0,0.0000011723
"frozenset({'Groceries', 'Clothing', 'Gambling'})",109555.0,0.0012469037
"frozenset({'Clothing', 'Gambling', 'Health'})",23085.0,0.0002627427
"frozenset({'Housing', 'Clothing', 'Gambling'})",5473.0,0.0000622911
"frozenset({'Fines', 'Clothing', 'Health'})",275.0,0.0000031299
"frozenset({'Tax', 'Clothing', 'Education'})",12885.0,0.0001466510
"frozenset({'Clothing', 'Savings', 'Education'})",8419.0,0.0000958211
"frozenset({'Motor/Travel', 'Clothing', 'Education'})",60267.0,0.0006859308
"frozenset({'Tax', 'Groceries', 'Bills and Utilities'})",168679.0,0.0019198253
"frozenset({'Housing', 'Health', 'Bills and Utilities'})",22999.0,0.0002617638
"frozenset({'Health', 'Savings', 'Bills and Utilities'})",17409.0,0.0001981411
"frozenset({'Tax', 'Health', 'Bills and Utilities'})",40658.0,0.0004627503
"frozenset({'Motor/Travel', 'Housing', 'Bills and Utilities'})",63413.0,0.0007217370
"frozenset({'Housing', 'Savings', 'Bills and Utilities'})",7862.0,0.0000894816
"frozenset({'Tax', 'Housing', 'Bills and Utilities'})",21498.0,0.0002446802
"frozenset({'Motor/Travel', 'Savings', 'Bills and Utilities'})",50412.0,0.0005737658
"frozenset({'Tax', 'Savings', 'Bills and Utilities'})",14176.0,0.0001613446
"frozenset({'Entertainment', 'Clothing', 'Education'})",184452.0,0.0020993462
"frozenset({'Fines', 'Clothing', 'Education'})",129.0,0.0000014682
"frozenset({'Clothing', 'Gambling', 'Education'})",10321.0,0.0001174688
"frozenset({'Clothing', 'Groceries', 'Education'})",93861.0,0.0010682819
"frozenset({'Clothing', 'Education', 'Health'})",19330.0,0.0002200050
"frozenset({'Housing', 'Clothing', 'Education'})",7109.0,0.0000809113
"frozenset({'Gambling', 'Savings'})",89212.0,0.0010153692
"frozenset({'Motor/Travel', 'Clothing', 'Gambling'})",69914.0,0.0007957284
"frozenset({'Clothing', 'Gambling', 'Savings'})",6659.0,0.0000757896
"frozenset({'Tax', 'Clothing', 'Gambling'})",10073.0,0.0001146462
"frozenset({'Fines', 'Groceries', 'Education'})",622.0,0.0000070793
"frozenset({'Fines', 'Health', 'Education'})",134.0,0.0000015251
"frozenset({'Motor/Travel', 'Fines', 'Education'})",398.0,0.0000045298
"frozenset({'Housing', 'Gambling', 'Education'})",4076.0,0.0000463911
"frozenset({'Gambling', 'Savings', 'Education'})",4565.0,0.0000519567
"frozenset({'Savings', 'Bills and Utilities'})",207175.0,0.0023579688
"frozenset({'Tax', 'Entertainment', 'Education'})",122762.0,0.0013972196
"frozenset({'Tax', 'Gambling', 'Education'})",7385.0,0.0000840526
"frozenset({'Groceries', 'Savings', 'Education'})",41556.0,0.0004729709
"frozenset({'Tax', 'Groceries', 'Education'})",64345.0,0.0007323446
"frozenset({'Housing', 'Health', 'Education'})",8450.0,0.0000961739
"frozenset({'Health', 'Savings', 'Education'})",8780.0,0.0000999298
"frozenset({'Tax', 'Health', 'Education'})",15423.0,0.0001755374
"frozenset({'Motor/Travel', 'Housing', 'Education'})",22681.0,0.0002581445
"frozenset({'Housing', 'Groceries', 'Education'})",35571.0,0.0004048525
"frozenset({'Entertainment', 'Education', 'Savings'})",81073.0,0.0009227349
"frozenset({'Entertainment', 'Housing', 'Education'})",68275.0,0.0007770741
"frozenset({'Entertainment', 'Fines', 'Education'})",1175.0,0.0000133733
"frozenset({'Clothing', 'Groceries', 'Health'})",191036.0,0.0021742822
"frozenset({'Housing', 'Clothing', 'Groceries'})",47848.0,0.0005445835
"frozenset({'Motor/Travel', 'Clothing', 'Groceries'})",609650.0,0.0069387506
"frozenset({'Clothing', 'Groceries', 'Savings'})",60088.0,0.0006838935
"frozenset({'Tax', 'Clothing', 'Groceries'})",86834.0,0.0009883039
"frozenset({'Housing', 'Clothing', 'Health'})",11373.0,0.0001294422
"frozenset({'Motor/Travel', 'Clothing', 'Health'})",122754.0,0.0013971285
"frozenset({'Clothing', 'Savings', 'Health'})",12204.0,0.0001389002
"frozenset({'Tax', 'Clothing', 'Health'})",20545.0,0.0002338336
"frozenset({'Motor/Travel', 'Housing', 'Clothing'})",30488.0,0.0003470001
"frozenset({'Housing', 'Clothing', 'Savings'})",3917.0,0.0000445815
"frozenset({'Tax', 'Housing', 'Clothing'})",11129.0,0.0001266651
